user,password,credit
user2559,password2559,110.64
user2560,password2560,10.78
user2561,password2561,5.02
user2562,password2562,31.09
user2563,password2563,17.89
user2564,password2564,105.98
user2565,password2565,97.36
user2566,password2566,56.13
user2567,password2567,128.29
user2568,password2568,198.66
user2569,password2569,7.12
user2570,password2570,40.21
user2571,password2571,19.58
user2572,password2572,39.32
user2573,password2573,9.01
user2574,password2574,19.33
user2575,password2575,63.23
user2576,password2576,37.17
user2577,password2577,73.26
user2578,password2578,81.33
user2579,password2579,58.78
user2580,password2580,53.21
user2581,password2581,147.01
user2582,password2582,12.6
user2583,password2583,87.76
user2584,password2584,47.75
user2585,password2585,224.29
user2586,password2586,1.56
user2587,password2587,113.22
user2588,password2588,7.54
user2589,password2589,44.37
user2590,password2590,26.01
user2591,password2591,1.33
user2592,password2592,96.39
user2593,password2593,165.73
user2594,password2594,22.51
user2595,password2595,151.86
user2596,password2596,133.56
user2597,password2597,52.95
user2598,password2598,139.33
user2599,password2599,112.66
user2600,password2600,1.14
user2601,password2601,94.03
user2602,password2602,78.79
user2603,password2603,8.69
user2604,password2604,3.28
user2605,password2605,155.29
user2606,password2606,240.49
user2607,password2607,16.73
user2608,password2608,40.31
user2609,password2609,174.58
user2610,password2610,69.38
user2611,password2611,13.97
user2612,password2612,45.82
user2613,password2613,98.4
user2614,password2614,68.72
user2615,password2615,111.06
user2616,password2616,54.16
user2617,password2617,78.02
user2618,password2618,119.22
user2619,password2619,24.73
user2620,password2620,165.41
user2621,password2621,50.3
user2622,password2622,91.01
user2623,password2623,175.62
user2624,password2624,12.7
user2625,password2625,26.6
user2626,password2626,108
user2627,password2627,0.94
user2628,password2628,38.42
user2629,password2629,53.3
user2630,password2630,82.25
user2631,password2631,4.67
user2632,password2632,56.28
user2633,password2633,78.69
user2634,password2634,64.76
user2635,password2635,78
user2636,password2636,90.15
user2637,password2637,112.85
user2638,password2638,38.38
user2639,password2639,59.33
user2640,password2640,12.5
user2641,password2641,48.27
user2642,password2642,167.1
user2643,password2643,68.6
user2644,password2644,72.77
user2645,password2645,30.21
user2646,password2646,25.77
user2647,password2647,112.5
user2648,password2648,31.01
user2649,password2649,82.46
user2650,password2650,117.49
user2651,password2651,197.63
user2652,password2652,3.61
user2653,password2653,7.12
user2654,password2654,123.35
user2655,password2655,28.58
user2656,password2656,21.58
user2657,password2657,137.53
user2658,password2658,88.66
user2659,password2659,1.75
user2660,password2660,163.39
user2661,password2661,10.04
user2662,password2662,112.96
user2663,password2663,51.12
user2664,password2664,230.81
user2665,password2665,27.47
user2666,password2666,62.22
user2667,password2667,11.15
user2668,password2668,11.41
user2669,password2669,118.53
user2670,password2670,17.56
user2671,password2671,52.13
user2672,password2672,22.11
user2673,password2673,55.29
user2674,password2674,43.85
user2675,password2675,56.76
user2676,password2676,181.77
user2677,password2677,59.78
user2678,password2678,30.37
user2679,password2679,171.8
user2680,password2680,89.27
user2681,password2681,57.35
user2682,password2682,101.24
user2683,password2683,48.2
user2684,password2684,51.14
user2685,password2685,55.99
user2686,password2686,48.26
user2687,password2687,147.29
user2688,password2688,159.42
user2689,password2689,73.09
user2690,password2690,3.83
user2691,password2691,99.18
user2692,password2692,186.63
user2693,password2693,43.73
user2694,password2694,93.61
user2695,password2695,38.32
user2696,password2696,30.17
user2697,password2697,100.43
user2698,password2698,80.98
user2699,password2699,145.97
user2700,password2700,219.12
user2701,password2701,40.53
user2702,password2702,194.07
user2703,password2703,48.5
user2704,password2704,20.21
user2705,password2705,116.96
user2706,password2706,36.98
user2707,password2707,75.98
user2708,password2708,19.78
user2709,password2709,45.47
user2710,password2710,92.06
user2711,password2711,10.77
user2712,password2712,120.37
user2713,password2713,267.49
user2714,password2714,157.25
user2715,password2715,67.84
user2716,password2716,11.64
user2717,password2717,46.63
user2718,password2718,184.62
user2719,password2719,129.14
user2720,password2720,96.07
user2721,password2721,23.25
user2722,password2722,86.25
user2723,password2723,141.14
user2724,password2724,1.3
user2725,password2725,20.23
user2726,password2726,278.6
user2727,password2727,15.8
user2728,password2728,83.16
user2729,password2729,218.85
user2730,password2730,114.61
user2731,password2731,23.13
user2732,password2732,2.26
user2733,password2733,137.91
user2734,password2734,24.63
user2735,password2735,0.51
user2736,password2736,96.3
user2737,password2737,1.94
user2738,password2738,115.87
user2739,password2739,15.71
user2740,password2740,60.07
user2741,password2741,16.4
user2742,password2742,68.38
user2743,password2743,166.3
user2744,password2744,57.17
user2745,password2745,3.55
user2746,password2746,39.71
user2747,password2747,71.47
user2748,password2748,126.75
user2749,password2749,35.68
user2750,password2750,102.53
user2751,password2751,40.97
user2752,password2752,52.98
user2753,password2753,36.31
user2754,password2754,68.17
user2755,password2755,20.34
user2756,password2756,128.46
user2757,password2757,61.06
user2758,password2758,119.63
user2759,password2759,132.26
user2760,password2760,37.43
user2761,password2761,163.73
user2762,password2762,9.56
user2763,password2763,156
user2764,password2764,139.06
user2765,password2765,128.58
user2766,password2766,60.71
user2767,password2767,97.99
user2768,password2768,30.24
user2769,password2769,25.69
user2770,password2770,106.82
user2771,password2771,253.14
user2772,password2772,45.09
user2773,password2773,35.44
user2774,password2774,34.9
user2775,password2775,14.61
user2776,password2776,45.26
user2777,password2777,23.49
user2778,password2778,70.13
user2779,password2779,132.66
user2780,password2780,157.31
user2781,password2781,21.83
user2782,password2782,25.33
user2783,password2783,105.29
user2784,password2784,222.3
user2785,password2785,0.79
user2786,password2786,42.85
user2787,password2787,105.63
user2788,password2788,152.17
user2789,password2789,119.96
user2790,password2790,205.89
user2791,password2791,115.66
user2792,password2792,30.41
user2793,password2793,189.91
user2794,password2794,14.18
user2795,password2795,9.23
user2796,password2796,9.88
user2797,password2797,59.3
user2798,password2798,127.48
user2799,password2799,100.7
user2800,password2800,236.18
user2801,password2801,210.41
user2802,password2802,8.44
user2803,password2803,75.63
user2804,password2804,158.07
user2805,password2805,70.72
user2806,password2806,104.6
user2807,password2807,25.91
user2808,password2808,0.17
user2809,password2809,117.56
user2810,password2810,174.46
user2811,password2811,71.83
user2812,password2812,286.21
user2813,password2813,71.8
user2814,password2814,32.93
user2815,password2815,13.05
user2816,password2816,54.73
user2817,password2817,128.18
user2818,password2818,217.05
user2819,password2819,0.06
user2820,password2820,154.4
user2821,password2821,38.86
user2822,password2822,31.48
user2823,password2823,79.08
user2824,password2824,18.86
user2825,password2825,58.43
user2826,password2826,51.5
user2827,password2827,17.02
user2828,password2828,104.12
user2829,password2829,32.12
user2830,password2830,155.76
user2831,password2831,62.64
user2832,password2832,197.37
user2833,password2833,30.35
user2834,password2834,198.96
user2835,password2835,48.03
user2836,password2836,54.52
user2837,password2837,23.26
user2838,password2838,205.61
user2839,password2839,114.74
user2840,password2840,18.01
user2841,password2841,110.03
user2842,password2842,156.89
user2843,password2843,4.83
user2844,password2844,59.79
user2845,password2845,241.73
user2846,password2846,10.96
user2847,password2847,45
user2848,password2848,49.08
user2849,password2849,5.02
user2850,password2850,65.47
user2851,password2851,53.18
user2852,password2852,77.07
user2853,password2853,99.31
user2854,password2854,104.35
user2855,password2855,5.78
user2856,password2856,126.32
user2857,password2857,265.36
user2858,password2858,44.94
user2859,password2859,151.74
user2860,password2860,31.81
user2861,password2861,24.27
user2862,password2862,29.27
user2863,password2863,167.19
user2864,password2864,169.79
user2865,password2865,91.87
user2866,password2866,23.23
user2867,password2867,42.22
user2868,password2868,4.79
user2869,password2869,159.35
user2870,password2870,194.91
user2871,password2871,118.67
user2872,password2872,117.42
user2873,password2873,50.58
user2874,password2874,57.83
user2875,password2875,49.22
user2876,password2876,156.73
user2877,password2877,16.8
user2878,password2878,37.76
user2879,password2879,40.31
user2880,password2880,62.75
user2881,password2881,188.27
user2882,password2882,185.55
user2883,password2883,69.63
user2884,password2884,64.22
user2885,password2885,93.76
user2886,password2886,129.94
user2887,password2887,65.46
user2888,password2888,183.82
user2889,password2889,49.76
user2890,password2890,146.35
user2891,password2891,119.82
user2892,password2892,68.11
user2893,password2893,40.76
user2894,password2894,113.83
user2895,password2895,50.17
user2896,password2896,6.7
user2897,password2897,44.01
user2898,password2898,152.2
user2899,password2899,10.96
user2900,password2900,18.9
user2901,password2901,78.1
user2902,password2902,4.65
user2903,password2903,9.58
user2904,password2904,133.53
user2905,password2905,54.88
user2906,password2906,190.52
user2907,password2907,20.43
user2908,password2908,40.8
user2909,password2909,142.68
user2910,password2910,92.53
user2911,password2911,102.43
user2912,password2912,179.81
user2913,password2913,160.23
user2914,password2914,43.54
user2915,password2915,264.71
user2916,password2916,67.37
user2917,password2917,117.88
user2918,password2918,71.36
user2919,password2919,1.21
user2920,password2920,125.99
user2921,password2921,47.7
user2922,password2922,94.27
user2923,password2923,76.07
user2924,password2924,25
user2925,password2925,107.89
user2926,password2926,64.28
user2927,password2927,22.76
user2928,password2928,17.59
user2929,password2929,36.86
user2930,password2930,116.89
user2931,password2931,57.94
user2932,password2932,29.73
user2933,password2933,185.24
user2934,password2934,80.67
user2935,password2935,48.82
user2936,password2936,92.65
user2937,password2937,45.83
user2938,password2938,65.19
user2939,password2939,121.58
user2940,password2940,108.65
user2941,password2941,97.51
user2942,password2942,31.3
user2943,password2943,169.15
user2944,password2944,57.24
user2945,password2945,105.13
user2946,password2946,18.13
user2947,password2947,48.56
user2948,password2948,143.59
user2949,password2949,106.19
user2950,password2950,189.26
user2951,password2951,2.45
user2952,password2952,6.79
user2953,password2953,257.24
user2954,password2954,122.03
user2955,password2955,13.37
user2956,password2956,45.46
user2957,password2957,36.17
user2958,password2958,39.14
user2959,password2959,40.2
user2960,password2960,188.5
user2961,password2961,13.58
user2962,password2962,16.91
user2963,password2963,162.18
user2964,password2964,37.3
user2965,password2965,134.65
user2966,password2966,208.87
user2967,password2967,10.16
user2968,password2968,59.44
user2969,password2969,21.59
user2970,password2970,7.53
user2971,password2971,216.69
user2972,password2972,64.54
user2973,password2973,19.73
user2974,password2974,127.37
user2975,password2975,30.73
user2976,password2976,52.2
user2977,password2977,116.26
user2978,password2978,9.28
user2979,password2979,190.19
user2980,password2980,49.33
user2981,password2981,186.37
user2982,password2982,21.28
user2983,password2983,113.67
user2984,password2984,44.27
user2985,password2985,6.99
user2986,password2986,262.59
user2987,password2987,71.64
user2988,password2988,60.46
user2989,password2989,37.06
user2990,password2990,53.37
user2991,password2991,181.22
user2992,password2992,119.63
user2993,password2993,269.18
user2994,password2994,54.65
user2995,password2995,76.89
user2996,password2996,18.68
user2997,password2997,22.94
user2998,password2998,163.02
user2999,password2999,216.47
user3000,password3000,107.78
user3001,password3001,73.91
user3002,password3002,38.66
user3003,password3003,129.64
user3004,password3004,80.36
user3005,password3005,160.26
user3006,password3006,93.33
user3007,password3007,180.61
user3008,password3008,5.65
user3009,password3009,188.59
user3010,password3010,157.84
user3011,password3011,50.23
user3012,password3012,42.99
user3013,password3013,126.56
user3014,password3014,223.62
user3015,password3015,33.2
user3016,password3016,13.93
user3017,password3017,73.46
user3018,password3018,277.76
user3019,password3019,32.29
user3020,password3020,103.56
user3021,password3021,5.48
user3022,password3022,154.37
user3023,password3023,96.44
user3024,password3024,183.23
user3025,password3025,13.3
user3026,password3026,103.34
user3027,password3027,172.83
user3028,password3028,115.99
user3029,password3029,139.34
user3030,password3030,100.19
user3031,password3031,134.84
user3032,password3032,177.58
user3033,password3033,37.04
user3034,password3034,4.2
user3035,password3035,13.28
user3036,password3036,1.39
user3037,password3037,36.6
user3038,password3038,10.52
user3039,password3039,166.02
user3040,password3040,155.51
user3041,password3041,44.32
user3042,password3042,43.87
user3043,password3043,120.99
user3044,password3044,142.29
user3045,password3045,5.89
user3046,password3046,20.37
user3047,password3047,74.3
user3048,password3048,37.77
user3049,password3049,237.87
user3050,password3050,88.79
user3051,password3051,103.61
user3052,password3052,236.78
user3053,password3053,56.12
user3054,password3054,44.59
user3055,password3055,93.44
user3056,password3056,47.95
user3057,password3057,23.7
user3058,password3058,133.94
user3059,password3059,10.74
user3060,password3060,57.77
user3061,password3061,45.41
user3062,password3062,119.03
user3063,password3063,197.32
user3064,password3064,107.6
user3065,password3065,19.4
user3066,password3066,108.6
user3067,password3067,7.87
user3068,password3068,147.02
user3069,password3069,271.43
user3070,password3070,111.63
user3071,password3071,98.88
user3072,password3072,102.59
user3073,password3073,169.44
user3074,password3074,4.39
user3075,password3075,40.89
user3076,password3076,11.52
user3077,password3077,17.64
user3078,password3078,208.17
user3079,password3079,204.91
user3080,password3080,84.47
user3081,password3081,42.26
user3082,password3082,0
user3083,password3083,122.44
user3084,password3084,61.61
user3085,password3085,59.28
user3086,password3086,135.56
user3087,password3087,83.8
user3088,password3088,100.45
user3089,password3089,91.72
user3090,password3090,14.66
user3091,password3091,126.13
user3092,password3092,25.36
user3093,password3093,166.7
user3094,password3094,72.23
user3095,password3095,59.39
user3096,password3096,288.5
user3097,password3097,1.61
user3098,password3098,61.47
user3099,password3099,113.52
user3100,password3100,47.61
user3101,password3101,31.57
user3102,password3102,16.39
user3103,password3103,95.77
user3104,password3104,13.11
user3105,password3105,4.68
user3106,password3106,108.26
user3107,password3107,5.61
user3108,password3108,128.16
user3109,password3109,89.48
user3110,password3110,77.34
user3111,password3111,76.74
user3112,password3112,70.1
user3113,password3113,53.89
user3114,password3114,113.13
user3115,password3115,43.84
user3116,password3116,140.23
user3117,password3117,133.85
user3118,password3118,76.4
user3119,password3119,39.55
user3120,password3120,70.67
user3121,password3121,11.61
user3122,password3122,48.14
user3123,password3123,4.88
user3124,password3124,31.13
user3125,password3125,0.44
user3126,password3126,19.55
user3127,password3127,89
user3128,password3128,119.78
user3129,password3129,4.66
user3130,password3130,26.17
user3131,password3131,133.97
user3132,password3132,170.15
user3133,password3133,155.13
user3134,password3134,32.23
user3135,password3135,66.21
user3136,password3136,163.97
user3137,password3137,131.82
user3138,password3138,136.49
user3139,password3139,12.34
user3140,password3140,59.2
user3141,password3141,217.78
user3142,password3142,125.31
user3143,password3143,267.67
user3144,password3144,166.6
user3145,password3145,84.25
user3146,password3146,38.55
user3147,password3147,213.85
user3148,password3148,21.28
user3149,password3149,184.05
user3150,password3150,196.22
user3151,password3151,106.61
user3152,password3152,16.62
user3153,password3153,48.87
user3154,password3154,80.39
user3155,password3155,118.34
user3156,password3156,53.91
user3157,password3157,155.71
user3158,password3158,67.17
user3159,password3159,91.36
user3160,password3160,76.72
user3161,password3161,92.03
user3162,password3162,32.92
user3163,password3163,39.76
user3164,password3164,214.79
user3165,password3165,191.48
user3166,password3166,14.18
user3167,password3167,175.08
user3168,password3168,94.56
user3169,password3169,11.38
user3170,password3170,127.13
user3171,password3171,13.52
user3172,password3172,0.97
user3173,password3173,152.98
user3174,password3174,118.89
user3175,password3175,14.57
user3176,password3176,86.49
user3177,password3177,54.38
user3178,password3178,162.7
user3179,password3179,12.11
user3180,password3180,98.11
user3181,password3181,8.71
user3182,password3182,29.74
user3183,password3183,61.36
user3184,password3184,134.95
user3185,password3185,98.78
user3186,password3186,79.99
user3187,password3187,141.34
user3188,password3188,98.9
user3189,password3189,6.32
user3190,password3190,94.21
user3191,password3191,59.44
user3192,password3192,71.72
user3193,password3193,8.51
user3194,password3194,103.52
user3195,password3195,184.71
user3196,password3196,33.14
user3197,password3197,102.24
user3198,password3198,55.12
user3199,password3199,144.09
user3200,password3200,7.42
user3201,password3201,11.32
user3202,password3202,85.65
user3203,password3203,18.56
user3204,password3204,142.81
user3205,password3205,208.18
user3206,password3206,56.75
user3207,password3207,108.78
user3208,password3208,132.1
user3209,password3209,71.82
user3210,password3210,71.95
user3211,password3211,96.51
user3212,password3212,16.65
user3213,password3213,106.03
user3214,password3214,36.62
user3215,password3215,33.98
user3216,password3216,231.64
user3217,password3217,118.83
user3218,password3218,139.03
user3219,password3219,158.62
user3220,password3220,130.29
user3221,password3221,73.68
user3222,password3222,57.11
user3223,password3223,42.04
user3224,password3224,89.59
user3225,password3225,109.07
user3226,password3226,5.2
user3227,password3227,67.01
user3228,password3228,39.96
user3229,password3229,43.39
user3230,password3230,18.75
user3231,password3231,99.37
user3232,password3232,92.24
user3233,password3233,2.26
user3234,password3234,1.07
user3235,password3235,50.02
user3236,password3236,18.17
user3237,password3237,18.95
user3238,password3238,50.3
user3239,password3239,167.39
user3240,password3240,254.72
user3241,password3241,52.21
user3242,password3242,89.24
user3243,password3243,72.83
user3244,password3244,115.89
user3245,password3245,149.33
user3246,password3246,84.82
user3247,password3247,30.77
user3248,password3248,193.3
user3249,password3249,70.25
user3250,password3250,1.63
user3251,password3251,64.15
user3252,password3252,165.52
user3253,password3253,85.96
user3254,password3254,61.74
user3255,password3255,133.58
user3256,password3256,53.4
user3257,password3257,52.84
user3258,password3258,7.37
user3259,password3259,10.95
user3260,password3260,110.02
user3261,password3261,15.36
user3262,password3262,15.63
user3263,password3263,38.64
user3264,password3264,84.68
user3265,password3265,217.29
user3266,password3266,71.79
user3267,password3267,169.98
user3268,password3268,6.92
user3269,password3269,127.82
user3270,password3270,57.54
user3271,password3271,138.96
user3272,password3272,150.26
user3273,password3273,93.13
user3274,password3274,29.11
user3275,password3275,67.72
user3276,password3276,62.68
user3277,password3277,144.25
user3278,password3278,59.05
user3279,password3279,79.22
user3280,password3280,93.19
user3281,password3281,1.77
user3282,password3282,99.31
user3283,password3283,4.36
user3284,password3284,202.35
user3285,password3285,189.48
user3286,password3286,118.03
user3287,password3287,241.42
user3288,password3288,24.07
user3289,password3289,207.13
user3290,password3290,23.27
user3291,password3291,37.35
user3292,password3292,83.33
user3293,password3293,146.34
user3294,password3294,103.57
user3295,password3295,129.29
user3296,password3296,114.4
user3297,password3297,70.52
user3298,password3298,28.78
user3299,password3299,25.76
user3300,password3300,199.5
user3301,password3301,44.56
user3302,password3302,67.64
user3303,password3303,41.16
user3304,password3304,58.69
user3305,password3305,127.44
user3306,password3306,89.69
user3307,password3307,50.27
user3308,password3308,190
user3309,password3309,155.88
user3310,password3310,110.55
user3311,password3311,17.72
user3312,password3312,203.19
user3313,password3313,140.91
user3314,password3314,94.98
user3315,password3315,20.97
user3316,password3316,122.32
user3317,password3317,108.71
user3318,password3318,19.35
user3319,password3319,79.55
user3320,password3320,28.98
user3321,password3321,143.61
user3322,password3322,87.74
user3323,password3323,10.52
user3324,password3324,233.47
user3325,password3325,109.71
user3326,password3326,38.62
user3327,password3327,102.09
user3328,password3328,37.52
user3329,password3329,114.09
user3330,password3330,75.17
user3331,password3331,306.45
user3332,password3332,143.68
user3333,password3333,32.26
user3334,password3334,10.75
user3335,password3335,5.15
user3336,password3336,78.98
user3337,password3337,21.79
user3338,password3338,54.45
user3339,password3339,27.46
user3340,password3340,2.76
user3341,password3341,96.97
user3342,password3342,219.94
user3343,password3343,194.81
user3344,password3344,17.99
user3345,password3345,41.51
user3346,password3346,64.68
user3347,password3347,65.4
user3348,password3348,111.99
user3349,password3349,100.47
user3350,password3350,56.68
user3351,password3351,63.41
user3352,password3352,121
user3353,password3353,9.29
user3354,password3354,147.84
user3355,password3355,38.79
user3356,password3356,51.06
user3357,password3357,80.28
user3358,password3358,27.63
user3359,password3359,113.69
user3360,password3360,169.08
user3361,password3361,50.35
user3362,password3362,192.17
user3363,password3363,56.6
user3364,password3364,261.88
user3365,password3365,139.92
user3366,password3366,15.4
user3367,password3367,91.34
user3368,password3368,119.1
user3369,password3369,133.71
user3370,password3370,46.04
user3371,password3371,167.75
user3372,password3372,96.69
user3373,password3373,144.26
user3374,password3374,26.42
user3375,password3375,102.35
user3376,password3376,230.15
user3377,password3377,32.22
user3378,password3378,43.8
user3379,password3379,42.32
user3380,password3380,110.88
user3381,password3381,36.9
user3382,password3382,27.21
user3383,password3383,58.99
user3384,password3384,37.2
user3385,password3385,44.6
user3386,password3386,52.68
user3387,password3387,64.81
user3388,password3388,102.18
user3389,password3389,109.42
user3390,password3390,7.73
user3391,password3391,27.46
user3392,password3392,7.53
user3393,password3393,97.05
user3394,password3394,52.13
user3395,password3395,83.33
user3396,password3396,70.52
user3397,password3397,205.45
user3398,password3398,68.42
user3399,password3399,126.32
user3400,password3400,115.63
user3401,password3401,104.82
user3402,password3402,42.55
user3403,password3403,23.49
user3404,password3404,119.03
user3405,password3405,54.07
user3406,password3406,8.93
user3407,password3407,71.22
user3408,password3408,50.42
user3409,password3409,10.66
user3410,password3410,258.37
user3411,password3411,95.22
user3412,password3412,47.47
user3413,password3413,44.28
user3414,password3414,15.68
user3415,password3415,74.87
user3416,password3416,202.93
user3417,password3417,11.43
user3418,password3418,138.82
user3419,password3419,135.65
user3420,password3420,71.24
user3421,password3421,69.01
user3422,password3422,27.42
user3423,password3423,38.08
user3424,password3424,111.58
user3425,password3425,17.24
user3426,password3426,51.26
user3427,password3427,176.72
user3428,password3428,67.02
user3429,password3429,27.7
user3430,password3430,43.2
user3431,password3431,96.09
user3432,password3432,2.74
user3433,password3433,36.96
user3434,password3434,80.78
user3435,password3435,29.75
user3436,password3436,2.31
user3437,password3437,110.19
user3438,password3438,16.21
user3439,password3439,8.65
user3440,password3440,1.7
user3441,password3441,15.02
user3442,password3442,48.29
user3443,password3443,88.26
user3444,password3444,31.59
user3445,password3445,22.82
user3446,password3446,10.84
user3447,password3447,110.51
user3448,password3448,58.87
user3449,password3449,31.64
user3450,password3450,36.64
user3451,password3451,76.11
user3452,password3452,38.76
user3453,password3453,235.08
user3454,password3454,76.53
user3455,password3455,46.22
user3456,password3456,217.39
user3457,password3457,203.67
user3458,password3458,15.86
user3459,password3459,75.66
user3460,password3460,21.06
user3461,password3461,75.63
user3462,password3462,99.97
user3463,password3463,94.37
user3464,password3464,3.21
user3465,password3465,151.45
user3466,password3466,161.9
user3467,password3467,38.82
user3468,password3468,37.86
user3469,password3469,159.5
user3470,password3470,110.89
user3471,password3471,5.55
user3472,password3472,137.26
user3473,password3473,137.13
user3474,password3474,205.9
user3475,password3475,99.15
user3476,password3476,25.19
user3477,password3477,106.39
user3478,password3478,21.69
user3479,password3479,83.82
user3480,password3480,65.88
user3481,password3481,45.2
user3482,password3482,80
user3483,password3483,36.47
user3484,password3484,208.59
user3485,password3485,7.15
user3486,password3486,20.23
user3487,password3487,152.98
user3488,password3488,33.81
user3489,password3489,95.41
user3490,password3490,8.18
user3491,password3491,170.8
user3492,password3492,200.61
user3493,password3493,78.79
user3494,password3494,201.02
user3495,password3495,113.64
user3496,password3496,186.51
user3497,password3497,102.46
user3498,password3498,21.24
user3499,password3499,21.1
user3500,password3500,44.61
user3501,password3501,52.06
user3502,password3502,37.76
user3503,password3503,62.37
user3504,password3504,57.26
user3505,password3505,31.25
user3506,password3506,70.74
user3507,password3507,52.12
user3508,password3508,44.82
user3509,password3509,50.53
user3510,password3510,20.66
user3511,password3511,2.96
user3512,password3512,205.23
user3513,password3513,76.86
user3514,password3514,56.53
user3515,password3515,166.67
user3516,password3516,154.04
user3517,password3517,114.5
user3518,password3518,156.19
user3519,password3519,47.12
user3520,password3520,3.58
user3521,password3521,35.19
user3522,password3522,94.38
user3523,password3523,36.74
user3524,password3524,186.55
user3525,password3525,11.06
user3526,password3526,48.66
user3527,password3527,119.75
user3528,password3528,151.28
user3529,password3529,72.68
user3530,password3530,24.79
user3531,password3531,13.44
user3532,password3532,108.53
user3533,password3533,129.61
user3534,password3534,128.76
user3535,password3535,33.87
user3536,password3536,60.43
user3537,password3537,92.08
user3538,password3538,164.48
user3539,password3539,88.63
user3540,password3540,217.25
user3541,password3541,71.49
user3542,password3542,103.74
user3543,password3543,107.56
user3544,password3544,47.43
user3545,password3545,6.98
user3546,password3546,76.25
user3547,password3547,57.26
user3548,password3548,112.77
user3549,password3549,12.27
user3550,password3550,122.88
user3551,password3551,58.76
user3552,password3552,183.92
user3553,password3553,49.78
user3554,password3554,50.65
user3555,password3555,52.36
user3556,password3556,62.49
user3557,password3557,298.09
user3558,password3558,188.69
user3559,password3559,45.99
user3560,password3560,39.14
user3561,password3561,118.73
user3562,password3562,44.43
user3563,password3563,75.39
user3564,password3564,21.1
user3565,password3565,13.68
user3566,password3566,1.32
user3567,password3567,68.01
user3568,password3568,5.57
user3569,password3569,49.91
user3570,password3570,82.69
user3571,password3571,28.98
user3572,password3572,49.25
user3573,password3573,97.51
user3574,password3574,9.8
user3575,password3575,49.72
user3576,password3576,42.32
user3577,password3577,51.92
user3578,password3578,191.91
user3579,password3579,124.47
user3580,password3580,16.04
user3581,password3581,102.16
user3582,password3582,63.28
user3583,password3583,20.34
user3584,password3584,41.13
user3585,password3585,101.46
user3586,password3586,99.83
user3587,password3587,163.23
user3588,password3588,23.42
user3589,password3589,165.51
user3590,password3590,83.35
user3591,password3591,230.89
user3592,password3592,26.36
user3593,password3593,199.71
user3594,password3594,24.28
user3595,password3595,55.47
user3596,password3596,52.95
user3597,password3597,70.47
user3598,password3598,93.89
user3599,password3599,87.53
user3600,password3600,74.44
user3601,password3601,172.91
user3602,password3602,81.5
user3603,password3603,169.02
user3604,password3604,149.09
user3605,password3605,70.36
user3606,password3606,96.27
user3607,password3607,119.75
user3608,password3608,0.09
user3609,password3609,70.1
user3610,password3610,24.73
user3611,password3611,0.63
user3612,password3612,14.47
user3613,password3613,53.24
user3614,password3614,117.6
user3615,password3615,248.37
user3616,password3616,133.17
user3617,password3617,136.08
user3618,password3618,23.51
user3619,password3619,8.96
user3620,password3620,20.08
user3621,password3621,26.54
user3622,password3622,11
user3623,password3623,21.38
user3624,password3624,75.59
user3625,password3625,15.52
user3626,password3626,25.3
user3627,password3627,165.13
user3628,password3628,175.95
user3629,password3629,39.28
user3630,password3630,93.65
user3631,password3631,176.52
user3632,password3632,175.93
user3633,password3633,72.25
user3634,password3634,10.59
user3635,password3635,39.01
user3636,password3636,164.4
user3637,password3637,65.48
user3638,password3638,8.91
user3639,password3639,68.94
user3640,password3640,14.24
user3641,password3641,53.67
user3642,password3642,141.96
user3643,password3643,52.57
user3644,password3644,36
user3645,password3645,42.56
user3646,password3646,41.13
user3647,password3647,107.09
user3648,password3648,104.68
user3649,password3649,36.06
user3650,password3650,24.61
user3651,password3651,263.28
user3652,password3652,8.29
user3653,password3653,99.37
user3654,password3654,34.36
user3655,password3655,4.99
user3656,password3656,250.73
user3657,password3657,32.85
user3658,password3658,111.64
user3659,password3659,39.67
user3660,password3660,125.7
user3661,password3661,12.65
user3662,password3662,108.01
user3663,password3663,3.32
user3664,password3664,9.55
user3665,password3665,51.03
user3666,password3666,90.86
user3667,password3667,38.75
user3668,password3668,206.11
user3669,password3669,43.26
user3670,password3670,62.97
user3671,password3671,78.09
user3672,password3672,11.23
user3673,password3673,87.06
user3674,password3674,141.98
user3675,password3675,69.27
user3676,password3676,226.16
user3677,password3677,71.34
user3678,password3678,153.61
user3679,password3679,31.86
user3680,password3680,320.81
user3681,password3681,43.67
user3682,password3682,61.33
user3683,password3683,3.5
user3684,password3684,90.61
user3685,password3685,51.4
user3686,password3686,14.7
user3687,password3687,134.39
user3688,password3688,16.35
user3689,password3689,54.29
user3690,password3690,42.3
user3691,password3691,123.16
user3692,password3692,110.67
user3693,password3693,5.31
user3694,password3694,320.21
user3695,password3695,95.39
user3696,password3696,20.52
user3697,password3697,35.25
user3698,password3698,58.96
user3699,password3699,157.4
user3700,password3700,62.77
user3701,password3701,86.82
user3702,password3702,148.44
user3703,password3703,40.09
user3704,password3704,63.93
user3705,password3705,21.64
user3706,password3706,126.11
user3707,password3707,198.8
user3708,password3708,98.23
user3709,password3709,30.68
user3710,password3710,131.32
user3711,password3711,90.72
user3712,password3712,9.27
user3713,password3713,250.33
user3714,password3714,58.28
user3715,password3715,112.08
user3716,password3716,116.51
user3717,password3717,22.26
user3718,password3718,27.18
user3719,password3719,91.03
user3720,password3720,74.11
user3721,password3721,42.68
user3722,password3722,75.07
user3723,password3723,64.93
user3724,password3724,44.83
user3725,password3725,105.94
user3726,password3726,269.53
